modelling_index,brand,year,model,title,used_or_new,transmission,engine_size_litres,drive_type,fuel_type,fuel_consumption_per_100km,kilometres,cylinders,body_type,doors,seats,price,colour_ext,colour_int,region,state,vehicle_age,km_per_year 
943,Holden,2018,Colorado,2018 Holden Colorado LTZ (4X4),USED,Automatic,2.8,4WD,Diesel,9.1,81645,4,Ute / Tray,4,5,37888,Black,Black,Liverpool,NSW,5,16329.0
944,Audi,2018,Q3,2018 Audi Q3 1.4 Tfsi (110KW),USED,Automatic,1.4,Front,Premium,5.9,51350,4,SUV,4,5,39990,White,Black,Artarmon,NSW,5,10270.0
945,Hyundai,2019,Sonata,2019 Hyundai Sonata Active,USED,Automatic,2.4,Front,Unleaded,8.3,137004,4,Sedan,4,5,21950,White,,Penrith,NSW,4,34251.0
946,Nissan,2015,Serena,2015 Nissan Serena Highway Star HYBRID,USED,Automatic,,Other,Unleaded,,124295,,Wagon,,,23888,White,Black,Braeside,VIC,8,15536.875
947,Toyota,2017,Corolla,2017 Toyota Corolla Hybrid,USED,Automatic,1.8,Front,Hybrid,4.1,68900,4,Hatchback,5,5,27990,Red,Black,Castle Hill,NSW,6,11483.333333333334
948,Mazda,2017,BT-50,2017 Mazda BT-50 GT (4X4),USED,Automatic,3.2,4WD,Diesel,9.2,88540,5,Ute / Tray,4,5,39888,White,Black,Ryde,NSW,6,14756.666666666666
949,BMW,2013,X3,2013 BMW X3 Xdrive 20D,USED,Automatic,2.0,4WD,Diesel,5.6,175040,4,SUV,4,5,17999,Blue,Leather,Elderslie,NSW,10,17504.0
950,Kia,2017,Stinger,2017 Kia Stinger GT (black Leather),USED,Automatic,3.3,Rear,Unleaded,10.2,66586,6,Sedan,4,5,42880,White,Red,Chatswood,NSW,6,11097.666666666666
951,Suzuki,2020,Alto,2020 Suzuki Alto X,USED,Automatic,,Other,Unleaded,,63665,,,,,15888,White,Grey,Braeside,VIC,3,21221.666666666668
952,Isuzu,2016,D-MAX,2016 Isuzu D-MAX SX Crew Cab,USED,Automatic,,Other,Diesel,,179062,,Ute / Tray,,,32950,,,Granville,NSW,7,25580.285714285714
953,Toyota,2021,Corolla,2021 Toyota Corolla Ascent Sport + TR KIT,USED,Automatic,2.0,Front,Unleaded,6.0,34078,4,Hatchback,5,5,30990,White,Black,Castle Hill,NSW,2,17039.0
954,Toyota,2017,C-HR,2017 Toyota C-HR G (2WD) HYBRID,USED,Automatic,,Other,Other,,94656,,Wagon,,,29999,Black,Black,Greenacre,NSW,6,15776.0
955,Mazda,2016,CX-5,2016 Mazda CX-5 Maxx Sport (4X2),USED,Automatic,2.0,Front,Unleaded,6.4,52723,4,SUV,4,5,26990,White,Black,Mornington,VIC,7,7531.857142857143
956,Mazda,2005,3,2005 Mazda 3 Maxx Sport,USED,Manual,2.0,Front,Unleaded,8.6,333632,4,Hatchback,5,5,2995,Red,Grey,Wentworthville,NSW,18,18535.11111111111
957,Jeep,2011,Grand,2011 Jeep Grand Cherokee Laredo,USED,Automatic,,Other,Premium,,149108,,Wagon,,,16990,White,,Minchinbury,NSW,12,12425.666666666666
958,Audi,2018,Q7,2018 Audi Q7 3.0 TDI Quattro (160KW),USED,Automatic,3.0,AWD,Diesel,5.9,102671,6,SUV,4,7,44900,Silver,,Kirrawee,NSW,5,20534.2
959,Audi,2021,A1,2021 Audi A1 30 Tfsi S Tronic,USED,Automatic,1.0,Front,Premium,5.4,22856,3,Hatchback,5,5,32480,Red,,Ryde,NSW,2,11428.0
960,Hyundai,2012,IX35,2012 Hyundai IX35 Active (fwd),USED,Manual,2.0,Front,Unleaded,8.5,181595,4,SUV,4,5,9800,Silver,,Minchinbury,NSW,11,16508.636363636364
961,Lexus,2012,LS460,2012 Lexus LS460 Sport,USED,Automatic,4.6,Rear,Premium,11.1,130985,8,Sedan,4,5,39888,White,Black,Braeside,VIC,11,11907.727272727272
962,Fiat,2015,500,2015 Fiat 500 POP,USED,Automatic,1.2,Front,Premium,5.1,49060,4,Hatchback,3,4,14990,Red,Black,Bentleigh,VIC,8,6132.5
963,Toyota,2006,Estima,2006 Toyota Estima Aeras,USED,Automatic,,Other,Unleaded,,93615,,Wagon,,,16990,Black,Grey,Mount Druitt,NSW,17,5506.764705882353
964,Toyota,2021,RAV4,2021 Toyota RAV4 GXL (awd) Hybrid,USED,Automatic,2.5,AWD,Hybrid,4.8,28438,4,SUV,5,5,52990,White,,Arncliffe,NSW,2,14219.0
965,Subaru,2015,WRX,2015 Subaru WRX STI Premium,USED,Manual,2.5,AWD,Premium,10.4,75222,4,Sedan,4,5,41880,Red,Grey,Brookvale,NSW,8,9402.75
966,Hyundai,2016,Accent,2016 Hyundai Accent Active,USED,Automatic,1.4,Front,Unleaded,6.2,64136,4,Hatchback,5,5,17990,White,Black,Richmond,NSW,7,9162.285714285714
967,Toyota,2009,Aurion,2009 Toyota Aurion AT-X,USED,Automatic,3.5,Front,Unleaded,9.9,116598,6,Sedan,4,5,13990,Black,Grey,Croydon,NSW,14,8328.42857142857
968,Nissan,2019,Qashqai,2019 Nissan Qashqai TI,USED,Automatic,2.0,Front,Unleaded,6.9,73104,4,SUV,4,5,29990,Black,Leather,Granville,NSW,4,18276.0
969,Holden,2009,Cruze,2009 Holden Cruze CDX,USED,Automatic,1.8,Front,Unleaded,7.5,135001,4,Sedan,4,5,9990,Blue,,Morayfield,QLD,14,9642.92857142857
970,LDV,2018,G10,2018 LDV G10,USED,Automatic,1.9,Rear,Diesel,8.6,134033,4,Commercial,4,2,21995,White,,Camden,NSW,5,26806.6
971,Holden,2008,Astra,2008 Holden Astra CD,USED,Automatic,1.8,Front,Unleaded,8.2,100996,4,Hatchback,5,5,7990,Silver,Grey,Croydon,NSW,15,6733.066666666667
972,Ford,2015,Ranger,2015 Ford Ranger XL 3.2 (4X4),USED,Automatic,3.2,4WD,Diesel,8.8,228294,5,Ute / Tray,4,5,28990,White,,Morayfield,QLD,8,28536.75
973,Toyota,2019,Hilux,2019 Toyota Hilux SR5 (4X4),USED,Automatic,2.8,4WD,Diesel,8.5,131000,4,Ute / Tray,4,5,47999,Grey,,Granville,NSW,4,32750.0
974,Toyota,2006,Estima,2006 Toyota Estima Hybrid,USED,Automatic,,Other,Unleaded,,157930,,Commercial,,,15900,Silver,Beige,Ingleburn,NSW,17,9290.0
975,Mercedes-Benz,2016,C200,2016 Mercedes-Benz C200 D,USED,Automatic,1.6,Rear,Diesel,4.7,77323,4,Wagon,4,5,37950,Grey,Black,Rydalmere,NSW,7,11046.142857142857
976,Mitsubishi,2016,Triton,2016 Mitsubishi Triton GLX,USED,Manual,2.4,Rear,Diesel,7.5,96739,4,Ute / Tray,4,5,27990,White,,Warwick Farm,NSW,7,13819.857142857143
977,Kia,2016,Cerato,2016 Kia Cerato S,USED,Automatic,2.0,Front,Unleaded,7.1,140267,4,Sedan,4,5,15500,Grey,Grey,Castle Hill,NSW,7,20038.14285714286
978,Holden,2011,Commodore,2011 Holden Commodore SV6,USED,Automatic,3.6,Rear,Unleaded,10.1,144056,6,Sedan,4,5,16990,Green,,Morayfield,QLD,12,12004.666666666666
979,Mitsubishi,2017,Triton,2017 Mitsubishi Triton GLX,USED,Automatic,2.4,Rear,Diesel,7.3,219047,4,Ute / Tray,2,2,18999,White,,Blacktown,NSW,6,36507.833333333336
980,Audi,2017,A3,2017 Audi A3 2.0 Tfsi Quattro Sport,USED,Automatic,2.0,AWD,Premium,6.2,92657,4,Hatchback,5,5,28800,Blue,Black,Artarmon,NSW,6,15442.833333333334
981,Holden,2007,Rodeo,2007 Holden Rodeo LT,USED,Manual,3.6,Rear,Unleaded,12.4,236527,6,Ute / Tray,4,5,13990,White,,Morayfield,QLD,16,14782.9375
982,Toyota,2012,Estima,2012 Toyota Estima Aeras,USED,Automatic,,Front,Unleaded,,120738,,Commercial,,,18900,White,Beige,Ingleburn,NSW,11,10976.181818181818
983,Toyota,2005,Camry,2005 Toyota Camry Altise,USED,Automatic,2.4,Front,Unleaded,9.8,208899,4,Sedan,4,5,5600,White,,Punchbowl,NSW,18,11605.5
984,Hyundai,2019,I30,2019 Hyundai I30 Active,USED,Automatic,2.0,Front,Unleaded,7.4,52043,4,Hatchback,4,5,23990,Blue,Grey,Revesby,NSW,4,13010.75
985,Toyota,2021,Hilux,2021 Toyota Hilux SR (4X4),USED,Automatic,2.8,4WD,Diesel,8.0,41970,4,Ute / Tray,4,5,57888,White,Black,Waitara,NSW,2,20985.0
986,Mitsubishi,2013,Outlander,2013 Mitsubishi Outlander ES (4X4),USED,Automatic,2.4,AWD,Unleaded,7.5,160511,4,SUV,4,5,16880,White,Black,Minchinbury,NSW,10,16051.1
987,Holden,2014,Cruze,2014 Holden Cruze CD,USED,Automatic,1.8,Front,Unleaded,7.4,232847,4,Wagon,4,5,7995,White,Black,Minchinbury,NSW,9,25871.88888888889
988,Hyundai,2011,I40,2011 Hyundai I40 Premium,USED,Automatic,2.0,Front,Unleaded,7.7,248874,4,Wagon,4,5,10990,Grey,,Morayfield,QLD,12,20739.5
989,Ford,2015,Mondeo,2015 Ford Mondeo Ambiente,USED,Automatic,2.0,Front,Unleaded,8.5,84077,4,Wagon,4,5,18980,White,Black,Richmond,NSW,8,10509.625
990,Holden,2018,Calais,2018 Holden Calais V,USED,Automatic,,Other,,,85037,,Hatchback,,,32999,Silver,Leather,Blacktown,NSW,5,17007.4
991,Hyundai,2019,I30,2019 Hyundai I30 Active,USED,Automatic,2.0,Front,Unleaded,7.4,54781,4,Hatchback,4,5,23990,Grey,Black,Revesby,NSW,4,13695.25
992,Suzuki,2005,Swift,2005 Suzuki Swift,USED,Automatic,1.5,Front,Unleaded,7.5,194526,4,Hatchback,5,5,9983,Orange,,Morayfield,QLD,18,10807.0
993,Mitsubishi,2017,Pajero,2017 Mitsubishi Pajero Exceed LWB (4X4),USED,Automatic,3.2,4WD,Diesel,9.0,159367,4,SUV,4,7,39990,Silver,,Liverpool,NSW,6,26561.166666666668
994,Mitsubishi,2020,Eclipse,2020 Mitsubishi Eclipse Cross LS (2WD),USED,Automatic,1.5,Front,Unleaded,7.3,60411,4,SUV,4,5,28777,Red,,Blacktown,NSW,3,20137.0
995,Hyundai,2014,Veloster,2014 Hyundai Veloster SR Turbo,USED,Manual,1.6,Front,Unleaded,6.4,137640,4,Hatchback,3,4,17888,Black,,Blacktown,NSW,9,15293.333333333334
996,Holden,2008,Statesman,2008 Holden Statesman V6,USED,Automatic,3.6,Rear,Unleaded,12.2,120725,6,Sedan,4,5,13990,White,,Morayfield,QLD,15,8048.333333333333
997,Kia,2020,RIO,2020 Kia RIO S,USED,Automatic,1.4,Front,Unleaded,6.2,41599,4,Hatchback,5,5,21990,White,,Moorebank,NSW,3,13866.333333333334
998,Mitsubishi,2018,Triton,2018 Mitsubishi Triton GLX (4X4),USED,Automatic,2.4,4WD,Diesel,7.6,200513,4,Ute / Tray,4,5,23990,White,,Campbelltown,NSW,5,40102.6
999,Toyota,2002,Camry,2002 Toyota Camry Sportivo,USED,Automatic,3.0,Front,Unleaded,10.5,212232,6,Sedan,4,5,5995,Yellow,,Minchinbury,NSW,21,10106.285714285714
1000,BMW,2009,X5,2009 BMW X5 Xdrive 30I,USED,Automatic,3.0,4WD,Premium,11.7,173427,6,SUV,4,5,14490,Brown,Black,Haberfield,NSW,14,12387.642857142857
1001,Toyota,2016,Yaris,2016 Toyota Yaris Ascent,USED,Automatic,1.3,Front,Unleaded,6.3,116052,4,Hatchback,5,5,16950,White,,Granville,NSW,7,16578.85714285714
1002,Toyota,2016,Hiace,2016 Toyota Hiace LWB,USED,Automatic,3.0,Rear,Diesel,8.7,171237,4,Commercial,4,2,32990,White,Grey,Bells Creek,QLD,7,24462.428571428572
1003,Toyota,2022,Kluger,2022 Toyota Kluger GXL eFour,USED,Automatic,,Other,Premium,,5,,Wagon,,,79877,Grey,,Blacktown,NSW,1,5.0
1004,Toyota,2019,Camry,2019 Toyota Camry Ascent,USED,Automatic,2.5,Front,Unleaded,7.8,58807,4,Sedan,4,5,29990,White,Black,Revesby,NSW,4,14701.75
1005,Ford,2012,Falcon,2012 Ford Falcon G6E Ecoboost,USED,Automatic,2.0,Rear,Unleaded,8.5,248457,4,Sedan,4,5,12950,White,,Penrith,NSW,11,22587.0
1006,Ford,2017,Ranger,2017 Ford Ranger XL 3.2 (4X4),USED,Automatic,3.2,4WD,Diesel,8.8,190896,5,Ute / Tray,4,5,27990,White,Grey,Enfield,SA,6,31816.0
1007,Holden,2018,Commodore,2018 Holden Commodore RS,USED,Automatic,3.6,AWD,Unleaded,8.9,128056,6,Hatchback,5,5,21995,Grey,,Camden,NSW,5,25611.2
1008,BMW,2014,X5,2014 BMW X5 Xdrive 25D,USED,Automatic,2.0,AWD,Diesel,6.0,172125,4,SUV,4,5,29990,,,Cabramatta,NSW,9,19125.0
1009,BMW,2015,225I,2015 BMW 225I Active Tourer Sport Line,USED,Automatic,2.0,Front,Premium,6.1,36705,4,Hatchback,4,5,26950,Silver,,Glebe,NSW,8,4588.125
1010,Ford,2017,Ranger,2017 Ford Ranger XL,USED,Automatic,,Other,Diesel,,171059,,Ute / Tray,,,29990,White,Grey,Enfield,SA,6,28509.833333333332
1011,Porsche,2015,Macan,2015 Porsche Macan S,USED,Automatic,3.0,AWD,Premium,8.7,140572,6,SUV,4,5,49800,White,,Rozelle,NSW,8,17571.5
1012,Mitsubishi,2012,Pajero,2012 Mitsubishi Pajero Exceed LWB (4X4),USED,Automatic,3.2,4WD,Diesel,9.0,259677,4,SUV,4,7,22999,Black,Black Leather,Elderslie,NSW,11,23607.0
1013,Volkswagen,2012,Polo,2012 Volkswagen Polo GTI,USED,Automatic,1.4,Front,Premium,6.1,101404,4,Hatchback,5,5,15999,Red,Tartan,Croydon,NSW,11,9218.545454545454
1014,Toyota,2020,HiAce,2020 Toyota HiAce DX,USED,Automatic,,Other,Diesel,,38093,,Commercial,,,59500,White,,Lidcombe,NSW,3,12697.666666666666
1015,Ford,2018,Everest,2018 Ford Everest Ambiente (rwd 5 Seat),USED,Automatic,3.2,Rear,Diesel,8.4,115150,5,SUV,4,5,34990,White,Grey,Enfield,SA,5,23030.0
1016,Mitsubishi,2022,Outlander,2022 Mitsubishi Outlander Exceed Tourer 7 Seat (awd),USED,Automatic,2.5,AWD,Unleaded,8.1,7565,4,SUV,4,7,58480,Black,,Ryde,NSW,1,7565.0
1017,Toyota,2013,Estima,2013 Toyota Estima Aeras,USED,Automatic,,Front,Unleaded,,146861,,Commercial,,,19900,White,Black,Ingleburn,NSW,10,14686.1
1018,Toyota,2015,Yaris,2015 Toyota Yaris Ascent,USED,Automatic,1.3,Front,Unleaded,6.3,215325,4,Hatchback,5,5,13995,Silver,,Minchinbury,NSW,8,26915.625
1019,Alfa,2014,Romeo,2014 Alfa Romeo Giulietta Distinctive,USED,Manual,1.4,Front,Premium,5.8,136311,4,Hatchback,5,5,12995,Black,,Minchinbury,NSW,9,15145.666666666666
1020,Mazda,2018,BT-50,2018 Mazda BT-50 XTR (4X2),USED,Automatic,3.2,Rear,Diesel,8.9,85687,5,Ute / Tray,4,5,33990,Black,Grey,Enfield,SA,5,17137.4
1021,Mazda,2018,3,2018 Mazda 3 NEO Sport (5YR),USED,Manual,2.0,Front,Unleaded,5.8,26001,4,Sedan,4,5,24990,Red,Black,Ryde,NSW,5,5200.2
1022,Hyundai,2015,Veloster,2015 Hyundai Veloster,USED,Automatic,1.6,Front,Unleaded,6.4,49520,4,Hatchback,3,4,21999,White,Black,Five Dock,NSW,8,6190.0
1023,Toyota,2018,Hilux,2018 Toyota Hilux Workmate,USED,Automatic,2.7,Rear,Unleaded,10.9,120969,4,Ute / Tray,2,2,23999,White,,Granville,NSW,5,24193.8
1024,Toyota,2008,Tarago,2008 Toyota Tarago GLI,USED,Automatic,2.4,Front,Unleaded,9.5,318754,4,Wagon,4,8,7999,Brown,Grey Cloth,Elderslie,NSW,15,21250.266666666666
1025,Toyota,2019,Corolla,2019 Toyota Corolla Ascent,USED,Automatic,1.8,Front,Unleaded,6.6,68390,4,Sedan,4,5,27990,Silver,Black,Castle Hill,NSW,4,17097.5
1026,Fiat,2014,500,2014 Fiat 500 POP,USED,Automatic,1.2,Front,Premium,5.1,143297,4,Hatchback,3,4,10990,Red,,Goolwa,SA,9,15921.888888888889
1027,Hyundai,2017,Tucson,2017 Hyundai Tucson Active X (fwd),USED,Automatic,2.0,Front,Unleaded,7.9,69137,4,SUV,4,5,26888,Silver,Black,Mcgraths Hill,NSW,6,11522.833333333334
1028,Honda,2017,Civic,2017 Honda Civic RS,USED,Automatic,1.5,Front,Unleaded,6.0,71878,4,Sedan,4,5,25990,White,,Saint Marys,NSW,6,11979.666666666666
1029,Mazda,2016,CX-9,2016 Mazda CX-9 Azami (fwd),USED,Automatic,2.5,Front,Unleaded,8.4,72230,4,SUV,4,7,34990,Red,Black,North Narrabeen,NSW,7,10318.57142857143
1030,Toyota,2013,RAV4,2013 Toyota RAV4 Cruiser (4X4),USED,Manual,2.5,AWD,Unleaded,8.6,184608,4,SUV,4,5,19800,Silver,,Minchinbury,NSW,10,18460.8
1031,Hyundai,2017,Elantra,2017 Hyundai Elantra Active 2.0 MPI,USED,Automatic,2.0,Front,Unleaded,7.2,152100,4,Sedan,4,5,16990,Red,Grey,Enfield,SA,6,25350.0
1032,Mitsubishi,2009,Lancer,2009 Mitsubishi Lancer Ralliart Sportback,USED,Automatic,2.0,AWD,Premium,10.2,135089,4,Hatchback,5,5,19995,Red,Black,Minchinbury,NSW,14,9649.214285714286
1033,Land,2015,Rover,2015 Land Rover Range Rover Autobiography 5.0 V8 SC,USED,Automatic,5.0,AWD,Premium,13.8,35036,8,SUV,4,5,119900,Black,,Artarmon,NSW,8,4379.5
1034,Mazda,2011,3,2011 Mazda 3 NEO,USED,Automatic,2.0,Front,Unleaded,8.2,187189,4,Hatchback,5,5,12990,White,,Minchinbury,NSW,12,15599.083333333334
1035,Honda,2016,HR-V,2016 Honda HR-V VTI-S,USED,Automatic,1.8,Front,Unleaded,6.9,54079,4,SUV,4,5,25995,White,,Minchinbury,NSW,7,7725.571428571428
1036,Renault,2019,Kangoo,2019 Renault Kangoo Compact 1.2,USED,Automatic,1.2,Front,Premium,6.5,98897,4,Commercial,3,2,24980,White,Grey,Strathalbyn,SA,4,24724.25
1037,Land,2014,Rover,2014 Land Rover Range Rover Sport 3.0 SDV6 HSE,USED,Automatic,3.0,AWD,Diesel,7.5,92350,6,SUV,4,5,55800,Black,Black,Artarmon,NSW,9,10261.111111111111
1038,Kia,2016,Sportage,2016 Kia Sportage Platinum (awd),USED,Automatic,2.4,AWD,Unleaded,8.5,92112,4,SUV,4,5,25990,White,Cloth,Granville,NSW,7,13158.857142857143
1039,BMW,2013,5,2013 BMW 5 Series 28i,USED,Automatic,,Other,,,120950,,,,,24990,Grey,,Blacktown,NSW,10,12095.0
1040,Mercedes-Benz,2018,CLA45,2018 Mercedes-Benz CLA45 4Matic,USED,Automatic,2.0,AWD,Premium,7.4,52045,4,Sedan,4,5,64788,White,Black,Liverpool,NSW,5,10409.0
1041,Renault,2014,Megane,2014 Renault Megane GT-Line Premium,USED,Automatic,1.2,Front,Premium,5.6,158960,4,Hatchback,5,5,11999,Grey,Black/Cream Leather,Elderslie,NSW,9,17662.222222222223
1042,Holden,2016,Commodore,2016 Holden Commodore Evoke,USED,Automatic,3.0,Rear,Unleaded,8.3,109397,6,Sedan,4,5,19990,Grey,Grey,Enfield,SA,7,15628.142857142857
1043,Kia,2016,Cerato,2016 Kia Cerato S,USED,Automatic,1.8,Front,Unleaded,7.1,164785,4,Hatchback,5,5,14995,White,,Haberfield,NSW,7,23540.714285714286
1044,Nissan,2014,X-Trail,2014 Nissan X-Trail ST (4X4),USED,Automatic,2.5,4WD,Unleaded,8.3,203806,4,SUV,4,5,14990,Silver,Cloth,Elderslie,NSW,9,22645.11111111111
1045,Mazda,2017,3,2017 Mazda 3 NEO,USED,Automatic,2.0,Front,Unleaded,5.7,103688,4,Sedan,4,5,18950,Silver,,Pendle Hill,NSW,6,17281.333333333332
1046,Holden,2014,Cruze,2014 Holden Cruze Equipe,USED,Manual,1.8,Front,Unleaded,7.0,120700,4,Hatchback,5,5,10990,Blue,Grey,Strathalbyn,SA,9,13411.111111111111
1047,Lexus,2022,ES250,2022 Lexus ES250 F Sport,USED,Automatic,2.5,Front,Premium,6.8,21166,4,Sedan,4,5,64900,Grey,F Sport Black/Hadori Aluminium,Waterloo,NSW,1,21166.0
1048,Toyota,2015,Kluger,2015 Toyota Kluger GX (4X2),USED,Automatic,3.5,Front,Unleaded,10.2,103316,6,SUV,4,7,29990,Silver,,Campbelltown,NSW,8,12914.5
1049,Hyundai,2015,Imax,2015 Hyundai Imax,USED,Automatic,2.5,Rear,Diesel,9.0,170123,4,Wagon,4,8,24888,White,,Blacktown,NSW,8,21265.375
1050,Hyundai,2015,Veloster,2015 Hyundai Veloster Coupe,USED,Manual,,Front,Unleaded,,94731,,Hatchback,,,16880,Grey,Black,Minchinbury,NSW,8,11841.375
1051,Nissan,2019,X-Trail,2019 Nissan X-Trail ST (2WD),USED,Automatic,2.5,Front,Unleaded,7.9,36134,4,SUV,4,5,28990,White,Grey,Enfield,SA,4,9033.5
1052,Volkswagen,2020,Polo,2020 Volkswagen Polo 70 TSI Trendline,USED,Automatic,1.0,Front,Premium,5.0,31217,3,Hatchback,5,5,21990,White,Black,Jamisontown,NSW,3,10405.666666666666
1053,Hyundai,2020,I30,2020 Hyundai I30 Active,USED,Automatic,2.0,Front,Unleaded,7.4,57610,4,Hatchback,4,5,23950,Red,,Pendle Hill,NSW,3,19203.333333333332
1054,Honda,2014,Civic,2014 Honda Civic Sport,USED,Automatic,2.0,Front,Unleaded,7.5,159621,4,Sedan,4,5,16990,White,,Minchinbury,NSW,9,17735.666666666668
1055,Mitsubishi,2011,Triton,2011 Mitsubishi Triton GLX (4X4),USED,Manual,2.5,4WD,Diesel,9.1,225536,4,Ute / Tray,2,3,13995,White,,Camden,NSW,12,18794.666666666668
1056,Isuzu,2012,D-MAX,2012 Isuzu D-MAX SX,USED,Automatic,,Other,Diesel,,257027,,Ute / Tray,,,18990,White,,Enfield,SA,11,23366.090909090908
1057,Fiat,2012,500,2012 Fiat 500 Twin AIR Plus,USED,Manual,0.9,Front,Premium,4.0,64179,2,Hatchback,3,4,9995,Red,,Minchinbury,NSW,11,5834.454545454545
1058,Nissan,2018,Note,2018 Nissan Note E-POWER NISMO (HYBRID),USED,Automatic,,Other,Other,,51030,,Hatchback,,,27999,White,Black,Greenacre,NSW,5,10206.0
1059,Holden,2007,Astra,2007 Holden Astra CD,USED,Manual,1.8,Front,Unleaded,7.4,169136,4,Hatchback,5,5,5999,Red,Grey,Leichhardt,NSW,16,10571.0
1060,Toyota,2020,HiAce,2020 Toyota HiAce Slwb,USED,Automatic,3.5,Rear,Unleaded,12.0,168623,6,Commercial,4,2,62999,White,Grey,Lidcombe,NSW,3,56207.666666666664
1061,Holden,2011,Commodore,2011 Holden Commodore SV6,USED,Manual,3.6,Rear,Unleaded,10.2,96235,6,Sedan,4,5,24995,Blue,Black,Minchinbury,NSW,12,8019.583333333333
1062,Mitsubishi,2017,Outlander,2017 Mitsubishi Outlander ES 7 Seat (2WD),USED,Automatic,2.4,Front,Unleaded,6.8,63938,4,SUV,4,7,24950,White,,Pendle Hill,NSW,6,10656.333333333334
1063,Subaru,2010,Forester,2010 Subaru Forester XS,USED,Manual,2.5,AWD,Unleaded,9.3,171214,4,SUV,4,5,10990,Gold,,Minchinbury,NSW,13,13170.307692307691
1064,Nissan,2017,Navara,2017 Nissan Navara SL (4X4),USED,Automatic,2.3,4WD,Diesel,7.0,139466,4,Ute / Tray,4,5,34990,White,Black,Artarmon,NSW,6,23244.333333333332
1065,Mitsubishi,2019,Triton,2019 Mitsubishi Triton GLS (4X4),USED,Manual,2.4,4WD,Diesel,7.9,22943,4,Ute / Tray,4,5,45990,White,Cloth,Liverpool,NSW,4,5735.75
1066,Holden,2018,Commodore,2018 Holden Commodore LT,USED,Automatic,2.0,Front,Diesel,5.7,179430,4,Wagon,4,5,16990,White,Grey,Enfield,SA,5,35886.0
1067,Mercedes-Benz,2020,A45,2020 Mercedes-Benz A45 S 4Matic,USED,Automatic,2.0,AWD,Premium,8.9,27166,4,Hatchback,5,5,88900,Black,,Artarmon,NSW,3,9055.333333333334
1068,Mercedes-Benz,2014,E200,2014 Mercedes-Benz E200,USED,Automatic,2.0,Rear,Premium,6.4,88315,4,Sedan,4,5,31800,White,Grey,Chatswood,NSW,9,9812.777777777777
1069,Suzuki,2013,Swift,2013 Suzuki Swift Sport,USED,Automatic,,Front,Premium,,136870,,Hatchback,,,15990,White,Black,Caringbah,NSW,10,13687.0
1070,Toyota,2018,Corolla,2018 Toyota Corolla Ascent Sport,USED,Automatic,1.8,Front,Unleaded,6.1,65490,4,Hatchback,5,5,23990,Blue,Grey,Croydon,NSW,5,13098.0
1071,Toyota,2019,Corolla,2019 Toyota Corolla Ascent Sport (hybrid),USED,Automatic,1.8,Front,Hybrid,4.2,39643,4,Hatchback,5,5,32990,White,Grey,Enfield,SA,4,9910.75
1072,Toyota,2017,HiAce,2017 Toyota HiAce DX,USED,Automatic,,Rear,Unleaded,,103650,,Commercial,,,27900,Silver,Black,Ingleburn,NSW,6,17275.0
1073,Kia,2012,Grand,2012 Kia Grand Carnival S,USED,Automatic,3.5,Front,Unleaded,10.9,197256,6,Wagon,4,8,8990,Grey,Grey,Five Dock,NSW,11,17932.363636363636
1074,Lexus,2007,RX350,2007 Lexus RX350 Sports Luxury,USED,Automatic,3.5,4WD,Unleaded,11.2,202918,6,SUV,4,5,10950,Silver,,Minto,NSW,16,12682.375
1075,Toyota,2017,RAV4,2017 Toyota RAV4 GX (4X4),USED,Automatic,2.5,AWD,Unleaded,8.5,114841,4,SUV,4,5,26990,White,,Campbelltown,NSW,6,19140.166666666668
1076,Skoda,2013,Octavia,2013 Skoda Octavia 110 TDI Elegance,USED,Automatic,2.0,Front,Diesel,4.9,156058,4,Wagon,4,5,16990,Brown,,Goolwa,SA,10,15605.8
1077,Kia,2019,Carnival,2019 Kia Carnival S,USED,Automatic,3.3,Front,Unleaded,10.8,84549,6,Wagon,4,8,33280,Silver,Black Cloth,Blacktown,NSW,4,21137.25
1078,Audi,2019,A3,2019 Audi A3 35 Tfsi S Line Plus,USED,Automatic,1.4,Front,Premium,5.1,19204,4,Sedan,4,5,38990,White,Black,Mascot,NSW,4,4801.0
1079,Hyundai,2020,Tucson,2020 Hyundai Tucson Highlander (awd),USED,Automatic,1.6,AWD,Unleaded,7.7,19590,4,SUV,4,5,43990,Grey,Black,Ryde,NSW,3,6530.0
1080,Volkswagen,2017,Golf,2017 Volkswagen Golf 110 TSI Comfortline,USED,Automatic,1.4,Front,Premium,5.6,151413,4,Wagon,4,5,15990,White,,Arncliffe,NSW,6,25235.5
1081,Mitsubishi,2015,Lancer,2015 Mitsubishi Lancer LS,USED,Manual,2.0,Front,Unleaded,6.9,69270,4,Sedan,4,5,15990,White,,Minchinbury,NSW,8,8658.75
1082,Ford,2016,Focus,2016 Ford Focus Trend,USED,Automatic,1.5,Front,Unleaded,6.2,123606,4,Hatchback,5,5,15990,Blue,Grey,Enfield,SA,7,17658.0
1083,Mercedes-Benz,2013,Sprinter,2013 Mercedes-Benz Sprinter 416CDI MWB,USED,Automatic,2.1,Rear,Diesel,0.0,151045,4,Commercial,2,2,35990,White,,Condell Park,NSW,10,15104.5
1084,Nissan,2014,Serena,2014 Nissan Serena Highway Star S-Hybrid,USED,Automatic,,Front,Unleaded,,77243,,Commercial,,,22900,Black,Black,Ingleburn,NSW,9,8582.555555555555
